"","count.P"
"215162_at",85
"215163_at",85
"215164_at",85
"215165_x_at",81
"215169_at",79
"215170_s_at",75
"215171_s_at",85
"215172_at",85
"215175_at",85
"215177_s_at",78
"215182_x_at",83
"215194_at",84
"215197_at",83
"215199_at",85
"215202_at",73
"215203_at",83
"215207_x_at",81
"215222_x_at",80
"215233_at",78
"215234_at",85
"215238_s_at",84
"215240_at",77
"215272_at",78
"215280_s_at",71
"215297_at",82
"215309_at",85
"215316_at",79
"215326_at",78
"215338_s_at",85
"215341_at",78
"215346_at",85
"215354_s_at",78
"215355_at",80
"215363_x_at",83
"215368_at",76
"215395_x_at",79
"215397_x_at",70
"215407_s_at",75
"215454_x_at",69
"215458_s_at",82
"215469_at",82
"215470_at",77
"215479_at",84
"215493_x_at",83
"215508_at",85
"215535_s_at",71
"215548_s_at",65
"215561_s_at",85
"215660_s_at",79
"215661_at",67
"215674_at",68
"215675_at",81
"215689_s_at",83
"215693_x_at",75
"215767_at",85
"215779_s_at",85
"215798_at",82
"215802_at",78
"215817_at",74
"215889_at",85
"215917_at",80
"215945_s_at",85
"215991_s_at",85
"216069_at",76
"216072_at",82
"216076_at",82
"216118_at",81
"216125_s_at",85
"216127_at",74
"216134_at",77
"216153_x_at",72
"216163_at",78
"216262_s_at",66
"216288_at",68
"216373_at",64
"216476_at",84
"216511_s_at",84
"216530_at",82
"216601_at",65
"216656_at",68
"216663_s_at",85
"216670_at",85
"216685_s_at",74
"216710_x_at",85
"216713_at",68
"216763_at",79
"216768_x_at",81
"216769_x_at",76
"216806_at",84
"216807_at",81
"216831_s_at",72
"216860_s_at",82
"216979_at",72
"216993_s_at",64
"217015_at",68
"217085_at",70
"217110_s_at",83
"217204_at",66
"217323_at",85
"217384_x_at",83
"217389_s_at",69
"217393_x_at",70
"217428_s_at",80
"217463_s_at",85
"217466_x_at",67
"217496_s_at",66
"217667_at",70
"217704_x_at",78
"217862_at",71
"217953_at",77
"217977_at",85
"217983_s_at",67
"217987_at",68
"218194_at",73
"218203_at",68
"218207_s_at",85
"218580_x_at",68
"218620_s_at",85
"218738_s_at",83
"218753_at",82
"218805_at",85
"218880_at",74
"218915_at",75
"218946_at",76
"219129_s_at",69
"219273_at",82
"219363_s_at",80
"219437_s_at",65
"219848_s_at",70
"219936_s_at",67
"219977_at",70
"220030_at",85
"220146_at",85
"220189_s_at",83
"220383_at",68
"220855_at",77
"221080_s_at",73
"221542_s_at",67
"222166_at",85
"222486_s_at",79
"222803_at",85
"222854_s_at",84
"222857_s_at",85
"224559_at",84
"224604_at",82
"225117_at",74
"225367_at",78
"225478_at",85
"225586_at",85
"225594_at",79
"225732_at",84
"225913_at",80
"228083_at",67
"228807_at",85
"229309_at",83
"229458_s_at",78
"230356_at",70
"232804_at",79
"236475_at",85
"236486_at",85
"236499_at",85
"236501_at",85
"236502_at",85
"236515_at",85
"236923_x_at",72
"237980_at",75
"238030_at",85
"238076_at",85
"238113_at",79
"238138_at",81
"238162_at",83
"238167_at",85
"238244_at",85
"239537_at",79
"239766_at",85
"239902_at",85
"239910_at",73
"240862_at",65
"241007_at",84
"244008_at",85
"244185_at",82
"36552_at",64
"36553_at",67
