"","count.P"
"1561303_at",89
"1561408_at",81
"1561482_at",97
"1561491_at",94
"1561618_at",99
"1561714_a_at",99
"1561789_at",98
"1562053_at",99
"1562055_at",99
"1562106_at",99
"1562488_at",98
"1562589_at",85
"1562643_at",99
"1562697_at",99
"1562698_x_at",98
"1562805_at",99
"1562919_at",99
"1562922_at",75
"1563077_at",89
"1563185_at",83
"1563186_at",89
"1563272_at",93
"1563327_a_at",99
"1563348_at",87
"1563531_at",86
"1563646_a_at",95
"1563654_at",99
"1563685_at",97
"1563745_a_at",90
"1563750_at",99
"1563816_at",99
"1563822_at",80
"1563872_at",76
"1564208_x_at",98
"1564264_at",99
"1564378_a_at",86
"1564473_at",99
"1564603_at",99
"1565000_a_at",99
"1565577_s_at",86
"1565684_at",79
"1565735_at",78
"1565900_at",99
"1566099_at",99
"1566134_at",88
"1566149_at",98
"1566157_x_at",98
"1566158_at",88
"1566161_at",79
"1566162_x_at",97
"1566166_at",79
"1566176_at",96
"1566177_at",99
"1566186_at",99
"1566190_at",99
"1566201_at",87
"1566202_at",99
"1566203_at",97
"1566207_at",93
"1566209_at",99
"1566210_at",77
"1566215_at",95
"1566222_at",98
"1566231_at",99
"1566232_at",99
"1566243_at",97
"1566248_at",76
"1566249_at",99
"1566256_s_at",86
"1566257_at",99
"1566265_at",99
"1566266_at",99
"1566268_at",99
"1566269_at",99
"1566284_at",98
"1566285_at",93
"1566289_at",99
"1566294_at",82
"1566302_at",99
"1566323_at",95
"1566339_at",99
"1566362_at",99
"1566402_at",99
"1566427_at",98
"1566428_at",99
"1566432_at",94
"1566433_at",84
"1566452_at",99
"1566455_at",79
"1566459_at",91
"1566461_at",99
"1566468_at",85
"1566471_at",99
"1566477_at",98
"1566478_at",99
"1566480_x_at",98
"1566484_at",98
"1566490_at",99
"1566502_at",99
"1566503_at",85
"1566504_at",88
"1566505_at",99
"1566517_at",81
"1566518_at",99
"1566526_at",99
"1566528_at",99
"1566543_at",99
"1566549_at",93
"1566550_at",98
"1566551_at",99
"1566555_at",99
"1566576_at",98
"1566577_at",86
"1566580_at",99
"1566585_at",99
"1566586_at",99
"1566609_at",79
"1566622_at",97
"1566631_at",96
"1566637_at",99
"1566646_at",91
"1566653_at",89
"1566666_at",99
"1566670_at",99
"1566688_at",99
"1566689_at",99
"1566691_at",90
"1566697_at",79
"1566702_at",99
"1566722_a_at",98
"1566725_at",78
"1566727_at",96
"1566728_at",99
"1566734_at",93
"1566761_a_at",99
"1566767_at",99
"1566772_at",99
"1566837_at",99
"1566839_at",99
"1566843_at",99
"1566844_at",76
"1566848_x_at",85
"1566863_at",98
"1566865_at",96
"1566867_at",85
"1566868_at",96
"1566869_at",95
"1566879_at",99
"1566898_at",99
"1566899_at",99
"1566906_at",99
"1566930_at",99
"1566948_at",79
"1566958_at",96
"1566963_at",99
"1566966_at",99
"1566974_at",99
"1566981_at",95
"1566984_at",86
"1567008_at",99
"1567011_at",95
"1567023_at",99
"1567032_s_at",98
"1567058_at",95
"1567065_at",99
"1567079_at",93
"1567105_at",94
"1567174_at",95
"1567182_at",99
"1567251_at",99
"1567252_at",97
"1567254_at",99
"1567257_at",90
"1567271_at",98
"1567272_at",99
"1567273_at",97
"1567280_at",99
"1567303_at",99
"1567334_at",98
"1567378_x_at",82
"1567440_at",99
"1567519_at",94
"1567527_at",86
"1567539_at",99
"1567576_at",95
"1567657_at",99
"1567686_at",99
"1567697_at",80
"1567912_s_at",88
"1568191_at",99
"1568248_x_at",98
"1568249_at",98
"1568286_at",99
"1568574_x_at",96
"1568589_at",98
"1568604_a_at",98
"1568623_a_at",84
"1568647_at",78
"1568663_a_at",97
"1568675_at",96
"1568689_at",85
"1568690_a_at",94
"1568695_s_at",99
"1568755_a_at",99
"1568768_s_at",95
"1568770_at",96
"1568777_at",99
"1568779_a_at",87
"1568840_at",86
"1568845_at",96
"1568850_at",83
"1568904_at",99
"1568922_at",99
"1569024_at",75
"1569062_s_at",75
"1569065_s_at",96
"1569067_at",94
"1569069_s_at",88
"1569077_x_at",86
"1569078_at",99
"1569089_a_at",98
"1569090_x_at",98
"1569128_at",99
"1569146_s_at",92
"1569147_at",95
"1569262_x_at",99
"1569322_at",96
"1569352_at",97
"1569353_at",88
"1569354_at",78
"1569416_at",92
"1569466_at",92
"1569544_at",77
"1569746_s_at",96
"1569750_at",77
"1569770_x_at",93
"1569805_at",96
"1569996_at",96
"1570001_at",93
"1570127_at",99
"1570135_at",87
"1570160_at",91
"1570182_at",88
"1570196_at",99
"1570244_at",98
"1570266_x_at",97
"1570281_at",99
"1570295_at",84
"1570306_at",97
"1570383_at",99
"1570425_s_at",85
"1570517_at",99
"200004_at",99
"200032_s_at",99
"200036_s_at",86
"200051_at",99
"200613_at",99
"200635_s_at",80
"200642_at",99
"200670_at",97
"200723_s_at",99
"200724_at",99
"200726_at",99
"200823_x_at",98
"200848_at",99
"200898_s_at",99
"200903_s_at",96
"200908_s_at",80
"200917_s_at",83
"200958_s_at",99
"200966_x_at",77
"200968_s_at",99
"200987_x_at",99
"201009_s_at",99
"201010_s_at",78
"201028_s_at",99
"201036_s_at",89
"201040_at",99
"201056_at",99
"201082_s_at",93
"201084_s_at",99
"201094_at",77
"201115_at",99
"201123_s_at",99
"201126_s_at",93
"201127_s_at",99
"201128_s_at",97
"201129_at",99
"201130_s_at",99
"201239_s_at",99
"201321_s_at",91
"201332_s_at",99
"201375_s_at",99
"201404_x_at",75
"201407_s_at",99
"201467_s_at",89
"201474_s_at",98
"201478_s_at",91
"201507_at",99
"201529_s_at",99
"201547_at",85
"201560_at",99
"201614_s_at",98
"201618_x_at",99
"201627_s_at",79
"201646_at",99
"201679_at",96
"201680_x_at",79
"201682_at",99
"201698_s_at",99
"201710_at",97
"201712_s_at",97
"201713_s_at",95
"201724_s_at",99
"201728_s_at",99
"201734_at",99
"201750_s_at",99
"201758_at",97
"201759_at",96
"201761_at",98
"201763_s_at",99
"201768_s_at",99
"201771_at",78
"201773_at",77
"201777_s_at",99
"201781_s_at",85
"201796_s_at",99
"201862_s_at",99
"201912_s_at",95
"201928_at",99
"201929_s_at",97
"201930_at",98
"201936_s_at",99
"201937_s_at",93
"201939_at",92
"201940_at",99
"201941_at",99
"201942_s_at",99
"201943_s_at",99
"201944_at",99
"201946_s_at",86
"201947_s_at",98
"201957_at",99
"201961_s_at",99
"201962_s_at",93
"201963_at",75
"201967_at",89
"201968_s_at",99
"201969_at",99
"201970_s_at",99
"201972_at",99
"201974_s_at",92
"201976_s_at",98
"201978_s_at",99
"201983_s_at",99
"201984_s_at",99
"201985_at",99
"201987_at",96
"201994_at",97
"201995_at",99
"201997_s_at",99
"201999_s_at",99
"202037_s_at",91
"202038_at",99
"202040_s_at",96
"202041_s_at",99
"202042_at",99
"202049_s_at",79
"202061_s_at",87
"202062_s_at",83
"202069_s_at",97
"202070_s_at",99
"202076_at",79
"202081_at",99
"202084_s_at",98
"202098_s_at",99
"202113_s_at",80
"202123_s_at",98
"202129_s_at",99
"202135_s_at",92
"202136_at",97
"202147_s_at",85
"202148_s_at",87
"202150_s_at",83
"202154_x_at",80
"202162_s_at",94
"202180_s_at",78
"202184_s_at",99
"202186_x_at",97
"202189_x_at",99
"202190_at",99
"202191_s_at",92
"202194_at",99
"202198_s_at",93
"202204_s_at",99
"202214_s_at",97
"202220_at",97
"202222_s_at",84
"202225_at",91
"202226_s_at",99
"202228_s_at",86
"202229_s_at",90
"202230_s_at",80
"202232_s_at",99
"202238_s_at",85
"202239_at",80
"202253_s_at",99
"202262_x_at",85
"202264_s_at",99
"202265_at",97
"202269_x_at",99
"202272_s_at",99
"202283_at",99
"202295_s_at",83
"202304_at",93
"202307_s_at",87
"202318_s_at",93
"202350_s_at",98
"202359_s_at",93
"202361_at",99
"202370_s_at",89
"202384_s_at",99
"202385_s_at",94
"202389_s_at",99
"202395_at",99
"202406_s_at",77
"202408_s_at",85
"202410_x_at",96
"202417_at",91
"202421_at",97
"202424_at",99
"202431_s_at",99
"202452_at",98
"202453_s_at",99
"202459_s_at",97
"202468_s_at",85
"202484_s_at",76
"202496_at",99
"202504_at",88
"202506_at",76
"202507_s_at",98
"202517_at",99
"202535_at",99
"202558_s_at",98
"202559_x_at",99
"202564_x_at",98
"202576_s_at",99
"202579_x_at",99
"202580_x_at",87
"202593_s_at",86
"202598_at",99
"202603_at",84
"202604_x_at",85
"202608_s_at",99
"202614_at",88
"202622_s_at",75
"202624_s_at",99
"202634_at",99
"202637_s_at",99
"202641_at",97
"202659_at",99
"202665_s_at",95
"202714_s_at",82
"202716_at",86
"202717_s_at",77
"202723_s_at",97
"202729_s_at",85
"202732_at",99
"202759_s_at",79
"202762_at",98
"202763_at",93
"202769_at",76
"202772_at",96
"202780_at",93
"202786_at",99
"202788_at",99
"202791_s_at",83
"202802_at",85
"202809_s_at",81
"202823_at",99
"202840_at",94
"202849_x_at",94
"202851_at",98
"202854_at",99
"202856_s_at",96
"202860_at",99
"202866_at",99
"202881_x_at",97
"202892_at",76
"202924_s_at",97
"202929_s_at",99
"202962_at",99
"202977_s_at",89
"202983_at",99
"202988_s_at",86
"203000_at",84
"203006_at",99
"203024_s_at",83
"203032_s_at",99
"203042_at",99
"203043_at",99
"203065_s_at",81
"203075_at",99
"203079_s_at",99
"203088_at",96
"203096_s_at",99
"203097_s_at",81
"203125_x_at",98
"203129_s_at",83
"203147_s_at",99
"203152_at",81
"203154_s_at",99
"203182_s_at",99
"203209_at",99
"203212_s_at",85
"203224_at",80
"203270_at",93
"203289_s_at",79
"203308_x_at",97
"203313_s_at",85
"203342_at",99
"203351_s_at",99
"203355_s_at",96
"203361_s_at",99
"203372_s_at",99
"203394_s_at",94
"203399_x_at",99
"203409_at",99
"203448_s_at",99
"203471_s_at",99
"203472_s_at",99
"203486_s_at",94
"203502_at",99
"203505_at",84
"203508_at",95
"203526_s_at",97
"203540_at",98
"203559_s_at",99
"203569_s_at",94
"203577_at",99
"203581_at",98
"203582_s_at",99
"203606_at",99
"203608_at",99
"203613_s_at",99
"203640_at",99
"203649_s_at",99
"203681_at",99
"203693_s_at",99
"203696_s_at",99
"203720_s_at",98
"203729_at",99
"203732_at",99
"203756_at",82
"203795_s_at",99
"203819_s_at",88
"203822_s_at",99
"203835_at",77
"203846_at",78
"203854_at",99
"203858_s_at",99
"203861_s_at",99
"203866_at",96
"203875_at",99
"203883_s_at",99
"203884_s_at",99
"203904_x_at",99
"203925_at",99
"203932_at",95
"203934_at",99
"203962_s_at",99
"203996_s_at",99
"204009_s_at",86
"204016_at",99
"204028_s_at",95
"204032_at",99
"204035_at",96
"204056_s_at",78
"204136_at",99
"204143_s_at",98
"204160_s_at",97
"204204_at",97
"204240_s_at",97
"204264_at",99
"204272_at",90
"204273_at",89
"204281_at",99
"204310_s_at",94
"204316_at",94
"204320_at",99
"204321_at",99
"204327_s_at",99
"204344_s_at",99
"204352_at",97
"204356_at",99
"204387_x_at",99
"204407_at",97
"204452_s_at",99
"204498_s_at",75
"204541_at",99
"204621_s_at",99
"204670_x_at",86
"204677_at",99
"204699_s_at",99
"204705_x_at",90
"204712_at",86
"204726_at",85
"204727_at",99
"204761_at",95
"204790_at",98
"204859_s_at",96
"204883_s_at",76
"204927_at",99
"204942_s_at",99
"204977_at",99
"204989_s_at",99
"204990_s_at",99
"205004_at",99
"205079_s_at",85
"205084_at",93
"205099_s_at",99
"205145_s_at",99
"205223_at",96
"205233_s_at",80
"205301_s_at",99
"205428_s_at",94
"205633_s_at",78
"205810_s_at",99
"205823_at",99
"205871_at",78
"205938_at",99
"205949_at",99
"206019_at",85
"206174_s_at",98
"206181_at",92
"206208_at",93
"206218_at",99
"206228_at",99
"206282_at",99
"206322_at",79
"206328_at",99
"206424_at",99
"206506_s_at",99
"206511_s_at",99
"206718_at",90
"206973_at",88
"207075_at",97
"207104_x_at",96
"207185_at",88
"207208_at",99
"207215_at",97
"207237_at",83
"207267_s_at",91
"207275_s_at",88
"207381_at",99
"207397_s_at",95
"207450_s_at",85
"207475_at",99
"207658_s_at",81
"207703_at",99
"207704_s_at",99
"207705_s_at",99
"207707_s_at",99
"207709_at",99
"207716_at",99
"207717_s_at",99
"207718_x_at",99
"207721_x_at",97
"207725_at",99
"207726_at",97
"207727_s_at",88
"207728_at",78
"207732_s_at",99
"207737_at",85
"207738_s_at",99
"207741_x_at",97
"207742_s_at",98
"207747_s_at",98
"207748_at",95
"207749_s_at",99
"207753_at",95
"207754_at",99
"207756_at",75
"207758_at",99
"207759_s_at",98
"207782_s_at",87
"207785_s_at",99
"207786_at",99
"207787_at",99
"207788_s_at",85
"207792_at",99
"207801_s_at",99
"207804_s_at",99
"207822_at",97
"207826_s_at",77
"207832_at",99
"207835_at",99
"207839_s_at",98
"207840_at",81
"207855_s_at",85
"207856_s_at",96
"207858_s_at",99
"207870_at",88
"207884_at",94
"207893_at",81
"207907_at",99
"207908_at",99
"207917_at",98
"207931_s_at",93
"207935_s_at",93
"207949_s_at",97
"207956_x_at",99
"207957_s_at",76
"207968_s_at",93
"207977_s_at",99
"208004_at",96
"208021_s_at",76
"208023_at",99
"208029_s_at",97
"208031_s_at",96
"208038_at",96
"208059_at",86
"208062_s_at",96
"208064_s_at",86
"208084_at",95
"208093_s_at",86
"208094_s_at",75
"208098_at",99
"208114_s_at",80
"208148_at",94
"208166_at",98
"208181_at",82
"208190_s_at",99
"208191_x_at",99
"208201_at",99
"208214_at",99
"208225_at",96
"208227_x_at",99
"208234_x_at",96
"208311_at",99
"208335_s_at",95
"208361_s_at",98
"208385_at",98
"208475_at",93
"208668_x_at",87
"208688_x_at",81
"208716_s_at",93
"208733_at",92
"208750_s_at",78
"208830_s_at",82
"208849_at",85
"208909_at",98
"208962_s_at",82
"209052_s_at",77
"209118_s_at",86
"209148_at",94
"209247_s_at",75
"209304_x_at",96
"209563_x_at",99
"209754_s_at",91
"209779_at",97
"209958_s_at",99
"210064_s_at",81
"210800_at",93
"210841_s_at",96
"210922_at",99
"210982_s_at",92
"211019_s_at",99
"211065_x_at",96
"211295_x_at",75
"211355_x_at",86
"211476_at",77
"211532_x_at",77
"211573_x_at",84
"211574_s_at",99
"211575_s_at",99
"211577_s_at",99
"211580_s_at",99
"211581_x_at",93
"211582_x_at",99
"211587_x_at",99
"211592_s_at",99
"211593_s_at",77
"211594_s_at",96
"211600_at",96
"211604_x_at",83
"211605_s_at",88
"211691_x_at",81
"211709_s_at",99
"211715_s_at",84
"211721_s_at",99
"211771_s_at",89
"211797_s_at",94
"211805_s_at",99
"211807_x_at",88
"211831_s_at",98
"211836_s_at",98
"211849_s_at",93
"211863_x_at",87
"211887_x_at",99
"211904_x_at",99
"211908_x_at",99
"211909_x_at",99
"211911_x_at",99
"211919_s_at",87
"211942_x_at",91
"211943_x_at",93
"212005_at",99
"212010_s_at",94
"212067_s_at",99
"212345_s_at",99
"212359_s_at",99
"212500_at",89
"212534_at",91
"212616_at",99
"212619_at",96
"212695_at",97
"212701_at",89
"212707_s_at",98
"212733_at",99
"212765_at",97
"212771_at",81
"212795_at",86
