"","count.P"
"211942_x_at",129
"211943_x_at",98
"211989_at",112
"212005_at",130
"212010_s_at",122
"212067_s_at",130
"212073_at",102
"212162_at",105
"212269_s_at",124
"212345_s_at",130
"212359_s_at",130
"212500_at",121
"212534_at",124
"212616_at",130
"212619_at",128
"212695_at",126
"212701_at",107
"212707_s_at",128
"212733_at",130
"212765_at",125
"212795_at",106
"212863_x_at",116
"212977_at",114
"212979_s_at",116
"212980_at",121
"212990_at",113
"212993_at",126
"212994_at",129
"212999_x_at",113
"213012_at",122
"213020_at",112
"213026_at",126
"213077_at",127
"213146_at",114
"213371_at",109
"213436_at",129
"213567_at",130
"213571_s_at",130
"213573_at",130
"213574_s_at",120
"213575_at",126
"213577_at",130
"213582_at",127
"213584_s_at",130
"213586_at",107
"213587_s_at",106
"213588_x_at",114
"213595_s_at",123
"213598_at",98
"213601_at",116
"213602_s_at",107
"213603_s_at",130
"213605_s_at",130
"213626_at",130
"213635_s_at",122
"213654_at",115
"213657_s_at",111
"213659_at",118
"213662_at",121
"213678_at",125
"213696_s_at",130
"213697_at",127
"213798_s_at",124
"213834_at",130
"213901_x_at",102
"213967_at",102
"214007_s_at",125
"214059_at",104
"214065_s_at",129
"214295_at",115
"214306_at",122
"214447_at",103
"214470_at",130
"214482_at",125
"214776_x_at",130
"214956_at",130
"214957_at",130
"215082_at",129
"215096_s_at",128
"215127_s_at",108
"215136_s_at",101
"215138_s_at",129
"215139_at",130
"215142_at",128
"215143_at",120
"215144_at",101
"215147_at",130
"215151_at",130
"215153_at",124
"215159_s_at",130
"215160_x_at",110
"215162_at",129
"215163_at",130
"215164_at",130
"215165_x_at",117
"215169_at",126
"215170_s_at",120
"215171_s_at",128
"215172_at",130
"215175_at",130
"215177_s_at",108
"215182_x_at",126
"215194_at",130
"215197_at",129
"215199_at",129
"215202_at",99
"215203_at",130
"215207_x_at",129
"215215_s_at",118
"215222_x_at",125
"215233_at",119
"215234_at",130
"215238_s_at",129
"215240_at",118
"215269_at",116
"215272_at",101
"215280_s_at",107
"215297_at",124
"215309_at",130
"215316_at",125
"215319_at",101
"215338_s_at",128
"215341_at",113
"215346_at",125
"215354_s_at",104
"215355_at",108
"215363_x_at",126
"215368_at",121
"215395_x_at",126
"215444_s_at",108
"215454_x_at",111
"215458_s_at",128
"215463_at",104
"215469_at",128
"215470_at",117
"215479_at",127
"215493_x_at",130
"215508_at",130
"215526_at",108
"215561_s_at",130
"215597_x_at",110
"215660_s_at",116
"215675_at",104
"215689_s_at",121
"215693_x_at",106
"215767_at",130
"215779_s_at",129
"215798_at",112
"215802_at",113
"215816_at",120
"215817_at",104
"215889_at",126
"215917_at",127
"215930_s_at",115
"215945_s_at",129
"215991_s_at",130
"216069_at",119
"216072_at",118
"216076_at",128
"216118_at",119
"216125_s_at",130
"216134_at",99
"216163_at",102
"216288_at",109
"216476_at",128
"216511_s_at",129
"216530_at",127
"216656_at",123
"216663_s_at",130
"216670_at",130
"216685_s_at",100
"216691_at",102
"216710_x_at",130
"216763_at",125
"216768_x_at",129
"216769_x_at",113
"216806_at",130
"216807_at",128
"216860_s_at",123
"216964_at",115
"216979_at",123
"216993_s_at",108
"217085_at",102
"217110_s_at",128
"217323_at",130
"217384_x_at",129
"217393_x_at",114
"217408_at",122
"217428_s_at",127
"217463_s_at",130
"217667_at",112
"217704_x_at",114
"217977_at",122
"217987_at",128
"218203_at",111
"218207_s_at",130
"218580_x_at",123
"218620_s_at",127
"218738_s_at",125
"218753_at",121
"218805_at",130
"218880_at",121
"218915_at",123
"218946_at",126
"219273_at",129
"219363_s_at",102
"219848_s_at",122
"219936_s_at",98
"220030_at",130
"220146_at",130
"220189_s_at",127
"220383_at",104
"220563_s_at",110
"220847_x_at",111
"222166_at",129
"222486_s_at",113
"222620_s_at",103
"222803_at",129
"222854_s_at",129
"222857_s_at",116
"224559_at",128
"224604_at",127
"225117_at",115
"225280_x_at",108
"225367_at",116
"225478_at",130
"225586_at",130
"225594_at",130
"225732_at",128
"225913_at",120
"228807_at",128
"229309_at",125
"230356_at",104
"232804_at",125
"236475_at",130
"236486_at",130
"236499_at",130
"236501_at",130
"236502_at",130
"236515_at",130
"236923_x_at",99
"237980_at",127
"238030_at",130
"238076_at",130
"238113_at",124
"238138_at",123
"238162_at",126
"238167_at",130
"238244_at",130
"238600_at",102
"239537_at",111
"239766_at",130
"239902_at",129
"239910_at",113
"240862_at",120
"241007_at",129
"244008_at",128
"244185_at",127
